"amb1_s","amb7_2","amb7_3","amb1_1","amb1_2","amb1_3","gender"
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.2830188679245283,0.5555,0.5,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.0,0.2705,0.0,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,,,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.517,0.0,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.18867924528301888,0.7895,0.3333333333333333,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.09433962264150944,0.128,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.3430188679245283,,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.6665,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.18867924528301888,0.1785,,0.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,0.61,0.0,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.2641509433962264,0.375,,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.09433962264150944,0.7144999999999999,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.18867924528301888,0.303,0.16666666666666666,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.0,0.7315,0.3333333333333333,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.09433962264150944,0.3335,0.16666666666666666,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.20962264150943394,0.7315,0.5,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.3018867924528302,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.5,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.18867924528301888,0.5,0.3333333333333333,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.37735849056603776,0.5,,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,0.5,0.5,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.2830188679245283,,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,0.4716981132075472,0.75,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
,,,0.2830188679245283,0.5,0.16666666666666666,0.0
