"shar1_s","shar7_2","shar7_3","shar1_1","shar1_2","shar1_3","gender"
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.5,0.4762857142857143,0.2727272727272727,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.16666666666666666,0.2317142857142857,0.18181818181818182,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.0,,,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.3333333333333333,0.09857142857142857,0.36363636363636365,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.6014285714285714,0.18181818181818182,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.5,0.5128571428571428,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.3333333333333333,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.303,,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.3333333333333333,0.3174285714285714,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.5102857142857142,,0.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.16666666666666666,0.4877142857142857,0.18181818181818182,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.4,0.35714285714285715,,1.0
,,,0.16666666666666666,0.32657142857142857,0.09090909090909091,1.0
,,,0.16666666666666666,0.32657142857142857,0.09090909090909091,1.0
,,,0.16666666666666666,0.32657142857142857,0.09090909090909091,1.0
,,,0.16666666666666666,0.32657142857142857,0.09090909090909091,1.0
